counter,start,storeDLT,storeKfrags,finish
0,1650929045895,1650929049353,1650929051748,1650929053730
1,1650929054542,1650929060257,1650929062077,1650929062721
2,1650929063802,1650929069555,1650929071400,1650929074421
3,1650929075021,1650929083175,1650929083769,1650929086671
4,1650929086692,1650929091303,1650929092077,1650929092335
5,1650929092884,1650929101905,1650929102560,1650929105320
6,1650929106742,1650929120687,1650929121434,1650929121826
7,1650929122466,1650929127397,1650929128193,1650929128772
8,1650929129318,1650929139336,1650929140350,1650929140807
9,1650929140922,1650929147911,1650929148434,1650929151445
