counter,start,storeDLT,storeKfrags,finish
0,1650932519858,1650932535041,1650932540126,1650932547207
1,1650932547364,1650932565688,1650932569120,1650932569675
2,1650932570514,1650932586195,1650932596284,1650932596737
3,1650932597062,1650932607625,1650932614287,1650932617974
4,1650932619321,1650932633671,1650932640321,1650932654346
5,1650932654815,1650932663019,1650932667635,1650932692916
6,1650932693649,1650932703891,1650932704442,1650932729596
7,1650932730043,1650932738888,1650932745393,1650932746003
8,1650932748152,1650932755282,1650932775772,1650932790653
9,1650932790659,1650932802500,1650932816049,1650932827391
