counter,start,storeDLT,storeKfrags,finish
0,1650932520230,1650932535095,1650932540189,1650932547206
1,1650932547619,1650932565641,1650932579113,1650932581067
2,1650932581797,1650932596286,1650932611362,1650932624258
3,1650932624417,1650932627999,1650932635657,1650932648886
4,1650932649537,1650932687228,1650932687898,1650932688388
5,1650932688803,1650932735222,1650932738882,1650932739369
6,1650932740066,1650932780856,1650932781426,1650932784760
7,1650932785344,1650932806555,1650932822795,1650932823262
8,1650932824360,1650932833265,1650932833755,1650932836808
9,1650932838768,1650932841915,1650932842410,1650932846067
