counter,start,storeDLT,storeKfrags,finish
0,1650932519881,1650932547237,1650932554878,1650932566269
1,1650932568555,1650932575886,1650932576407,1650932582711
2,1650932584381,1650932589220,1650932601722,1650932618553
3,1650932618742,1650932633480,1650932640130,1650932645960
4,1650932646582,1650932682267,1650932704038,1650932728641
5,1650932730076,1650932751898,1650932759397,1650932783597
6,1650932783771,1650932791835,1650932793862,1650932796976
7,1650932800206,1650932808733,1650932810373,1650932810912
8,1650932812188,1650932824314,1650932824979,1650932828068
9,1650932828653,1650932837724,1650932840594,1650932844830
