counter,start,storeDLT,storeKfrags,finish
0,1650932519417,1650932530499,1650932539866,1650932543664
1,1650932545911,1650932554964,1650932565889,1650932566398
2,1650932570889,1650932589558,1650932590153,1650932601655
3,1650932601686,1650932621021,1650932626040,1650932634508
4,1650932635469,1650932643937,1650932649525,1650932650928
5,1650932651694,1650932661566,1650932665194,1650932667675
6,1650932667790,1650932676368,1650932677021,1650932679896
7,1650932681196,1650932684640,1650932685409,1650932685894
8,1650932686372,1650932715817,1650932717991,1650932746321
9,1650932748000,1650932761432,1650932761952,1650932767868
