counter,start,storeDLT,storeKfrags,finish
0,1650937087524,1650937127701,1650937139886,1650937164155
1,1650937164262,1650937179930,1650937183618,1650937184110
2,1650937184254,1650937194777,1650937208313,1650937229003
3,1650937229016,1650937232565,1650937235651,1650937237581
4,1650937238478,1650937257767,1650937258364,1650937275863
5,1650937276946,1650937292595,1650937298121,1650937298916
6,1650937301893,1650937331795,1650937348673,1650937349287
7,1650937349952,1650937362498,1650937370602,1650937375613
8,1650937376644,1650937394770,1650937407963,1650937408483
9,1650937410312,1650937419020,1650937428477,1650937453029
