counter,start,storeDLT,storeKfrags,finish
0,1650937086616,1650937094713,1650937114085,1650937119823
1,1650937120535,1650937146735,1650937169282,1650937190163
2,1650937191329,1650937218549,1650937221522,1650937223137
3,1650937223710,1650937270579,1650937282158,1650937282829
4,1650937282984,1650937298412,1650937305875,1650937328335
5,1650937328865,1650937344800,1650937358099,1650937367323
6,1650937369220,1650937383503,1650937397208,1650937403888
7,1650937404186,1650937427209,1650937430091,1650937445882
8,1650937445905,1650937470465,1650937479040,1650937499320
9,1650937499775,1650937516003,1650937516643,1650937517334
