counter,start,storeDLT,storeKfrags,finish
0,1650937087032,1650937107730,1650937114503,1650937121339
1,1650937122399,1650937150140,1650937156366,1650937157385
2,1650937160081,1650937168443,1650937177455,1650937183317
3,1650937183554,1650937226538,1650937252834,1650937258172
4,1650937258384,1650937267057,1650937278734,1650937293281
5,1650937293794,1650937309191,1650937317029,1650937326155
6,1650937326418,1650937355033,1650937364760,1650937377661
7,1650937379818,1650937400804,1650937416369,1650937417718
8,1650937418302,1650937438794,1650937443813,1650937469828
9,1650937471609,1650937505864,1650937515290,1650937515929
