counter,start,storeDLT,storeKfrags,finish
0,1650937088637,1650937146738,1650937156297,1650937179195
1,1650937180705,1650937198888,1650937216788,1650937217389
2,1650937219387,1650937258066,1650937275582,1650937276207
3,1650937276473,1650937291980,1650937306056,1650937318804
4,1650937320792,1650937347869,1650937352984,1650937364642
5,1650937365243,1650937373773,1650937386264,1650937399562
6,1650937399756,1650937418824,1650937420568,1650937423539
7,1650937424284,1650937439100,1650937446155,1650937447918
8,1650937448444,1650937466635,1650937478225,1650937496140
9,1650937496578,1650937513039,1650937516019,1650937520516
