counter,start,storeDLT,storeKfrags,finish
0,1650937087472,1650937108070,1650937113355,1650937117971
1,1650937119093,1650937124650,1650937148078,1650937159853
2,1650937162433,1650937193340,1650937197957,1650937212590
3,1650937212810,1650937252842,1650937269834,1650937270364
4,1650937272331,1650937302293,1650937315716,1650937316323
5,1650937318280,1650937346931,1650937350410,1650937364235
6,1650937364408,1650937379904,1650937393881,1650937398545
7,1650937400927,1650937422820,1650937436843,1650937444031
8,1650937444538,1650937470337,1650937475988,1650937497264
9,1650937498021,1650937515175,1650937520540,1650937523787
