counter,start,storeDLT,storeKfrags,finish
0,1650937683153,1650937700493,1650937719643,1650937727010
1,1650937727304,1650937745142,1650937761005,1650937766649
2,1650937768741,1650937806575,1650937825665,1650937831497
3,1650937833985,1650937843578,1650937847841,1650937851425
4,1650937851590,1650937891874,1650937918228,1650937936416
5,1650937938016,1650937955463,1650937988029,1650938023052
6,1650938023454,1650938033910,1650938037895,1650938047214
7,1650938047651,1650938059431,1650938069234,1650938094836
8,1650938095845,1650938123094,1650938139585,1650938160192
9,1650938162137,1650938175937,1650938188232,1650938194873
