counter,start,storeDLT,storeKfrags,finish
0,1650937683096,1650937698339,1650937707247,1650937720560
1,1650937722143,1650937769311,1650937780186,1650937792572
2,1650937792999,1650937821533,1650937840405,1650937847844
3,1650937848453,1650937860084,1650937896508,1650937926503
4,1650937926725,1650937980041,1650937984445,1650937995302
5,1650937996114,1650938004211,1650938036771,1650938046191
6,1650938046660,1650938072005,1650938077935,1650938086127
7,1650938087128,1650938112956,1650938130463,1650938150358
8,1650938150468,1650938175629,1650938198398,1650938215769
9,1650938215954,1650938241572,1650938242183,1650938245057
