counter,start,storeDLT,storeKfrags,finish
0,1650937683288,1650937700503,1650937707665,1650937720364
1,1650937720573,1650937752402,1650937752918,1650937764080
2,1650937764313,1650937804982,1650937815895,1650937828849
3,1650937829371,1650937858197,1650937892802,1650937906615
4,1650937906801,1650937911443,1650937932732,1650937965843
5,1650937966248,1650937983536,1650938014451,1650938044756
6,1650938044791,1650938067911,1650938078452,1650938101099
7,1650938105427,1650938144535,1650938158321,1650938178707
8,1650938180841,1650938201668,1650938216481,1650938219453
9,1650938219878,1650938224691,1650938225290,1650938228051
