counter,start,storeDLT,storeKfrags,finish
0,1650937682615,1650937705211,1650937707586,1650937721172
1,1650937721740,1650937752683,1650937779859,1650937792571
2,1650937792776,1650937807514,1650937811598,1650937816403
3,1650937818403,1650937825315,1650937827462,1650937850505
4,1650937853960,1650937876615,1650937878259,1650937894235
5,1650937895197,1650937904170,1650937918313,1650937947691
6,1650937948175,1650938002166,1650938005232,1650938039848
7,1650938040527,1650938069063,1650938077733,1650938099655
8,1650938100782,1650938108969,1650938111728,1650938117772
9,1650938118008,1650938140297,1650938161428,1650938185147
