counter,start,storeDLT,storeKfrags,finish
0,1650937683727,1650937700726,1650937705304,1650937719851
1,1650937720739,1650937758174,1650937767150,1650937799219
2,1650937799614,1650937835061,1650937858291,1650937895495
3,1650937895784,1650937928233,1650937940517,1650937977927
4,1650937978642,1650938027247,1650938049057,1650938074759
5,1650938075442,1650938093310,1650938112236,1650938126495
6,1650938129435,1650938155361,1650938164163,1650938175422
7,1650938176413,1650938192843,1650938193673,1650938210234
8,1650938210583,1650938213514,1650938214026,1650938233789
9,1650938234630,1650938243617,1650938244134,1650938246999
