counter,start,storeDLT,storeKfrags,finish
0,1650937683019,1650937705401,1650937719842,1650937733128
1,1650937733424,1650937757917,1650937764181,1650937790905
2,1650937791629,1650937824191,1650937834631,1650937840189
3,1650937840774,1650937871604,1650937878152,1650937890983
4,1650937890997,1650937898327,1650937926628,1650937941640
5,1650937945587,1650937988131,1650938020318,1650938048751
6,1650938049562,1650938074865,1650938080500,1650938091352
7,1650938092467,1650938108061,1650938129350,1650938135192
8,1650938136077,1650938158933,1650938178803,1650938202353
9,1650938202892,1650938224789,1650938225398,1650938240239
