counter,start,storeDLT,storeKfrags,finish
0,1650937683664,1650937705405,1650937709600,1650937728552
1,1650937728759,1650937792140,1650937806883,1650937828849
2,1650937829769,1650937837605,1650937852552,1650937871858
3,1650937872064,1650937878254,1650937880025,1650937907457
4,1650937908443,1650937968467,1650937970516,1650937977920
5,1650937979573,1650937988332,1650937997252,1650938006661
6,1650938008270,1650938027359,1650938028170,1650938037196
7,1650938037210,1650938049783,1650938072002,1650938080493
8,1650938082948,1650938118794,1650938131632,1650938134987
9,1650938137915,1650938148597,1650938154018,1650938163953
