counter,start,storeDLT,storeKfrags,finish
0,1650936548829,1650936562828,1650936567022,1650936567540
1,1650936567874,1650936595328,1650936606079,1650936608956
2,1650936611153,1650936672272,1650936672915,1650936673175
3,1650936673405,1650936681729,1650936683797,1650936687070
4,1650936688434,1650936698818,1650936699521,1650936711196
5,1650936713605,1650936719863,1650936737047,1650936746125
6,1650936746337,1650936772716,1650936779931,1650936788847
7,1650936789995,1650936827154,1650936828314,1650936832293
8,1650936832440,1650936839931,1650936840680,1650936853655
9,1650936853818,1650936864052,1650936865451,1650936865848
