counter,start,storeDLT,storeKfrags,finish
0,1650936548976,1650936563384,1650936575926,1650936579002
1,1650936580392,1650936629272,1650936661442,1650936687887
2,1650936687945,1650936721405,1650936737146,1650936740804
3,1650936741486,1650936755182,1650936770836,1650936774686
4,1650936775136,1650936782585,1650936800838,1650936833341
5,1650936834182,1650936864140,1650936865281,1650936865844
6,1650936866680,1650936886404,1650936896874,1650936897129
7,1650936897664,1650936915834,1650936916458,1650936916898
8,1650936917530,1650936929939,1650936930482,1650936933438
9,1650936933743,1650936937543,1650936938262,1650936941009
