counter,start,storeDLT,storeKfrags,finish
0,1650936549290,1650936563435,1650936582455,1650936586137
1,1650936586278,1650936616688,1650936620587,1650936621137
2,1650936621355,1650936629338,1650936629937,1650936630407
3,1650936631608,1650936640961,1650936641471,1650936644605
4,1650936646066,1650936655491,1650936656149,1650936656631
5,1650936658017,1650936687415,1650936688095,1650936688645
6,1650936690619,1650936711059,1650936717482,1650936718005
7,1650936718269,1650936743669,1650936744696,1650936749458
8,1650936751959,1650936796687,1650936817680,1650936818160
9,1650936818401,1650936845929,1650936865482,1650936880164
