counter,start,storeDLT,storeKfrags,finish
0,1650936550859,1650936582617,1650936583335,1650936586283
1,1650936586626,1650936592188,1650936600962,1650936604199
2,1650936604563,1650936609110,1650936609622,1650936610265
3,1650936611731,1650936618532,1650936620686,1650936623498
4,1650936624539,1650936633243,1650936664540,1650936664953
5,1650936665208,1650936681729,1650936683997,1650936684450
6,1650936684556,1650936691140,1650936715453,1650936719534
7,1650936721191,1650936755254,1650936763131,1650936779337
8,1650936779384,1650936791797,1650936797699,1650936798085
9,1650936798265,1650936850688,1650936855026,1650936861673
