counter,start,storeDLT,storeKfrags,finish
0,1650933867022,1650933887635,1650933889130,1650933897269
1,1650933899990,1650933927115,1650933929358,1650933934700
2,1650933935912,1650933950075,1650933952030,1650933956502
3,1650933957997,1650933984928,1650933997304,1650934009375
4,1650934011377,1650934025975,1650934042203,1650934055426
5,1650934056900,1650934073306,1650934078332,1650934107478
6,1650934107542,1650934155705,1650934160856,1650934164128
7,1650934166382,1650934174714,1650934178907,1650934200714
8,1650934201215,1650934206832,1650934208537,1650934209169
9,1650934209331,1650934226336,1650934232203,1650934235174
