counter,start,storeDLT,storeKfrags,finish
0,1650933866410,1650933879955,1650933885458,1650933894360
1,1650933895304,1650933907999,1650933923722,1650933930288
2,1650933931340,1650933955177,1650933957108,1650933967009
3,1650933968806,1650933974311,1650933988077,1650934003670
4,1650934003709,1650934023571,1650934025832,1650934030808
5,1650934032697,1650934036060,1650934051063,1650934051649
6,1650934054747,1650934067466,1650934073348,1650934074052
7,1650934074206,1650934128609,1650934132384,1650934132887
8,1650934133429,1650934150333,1650934170128,1650934170707
9,1650934171421,1650934178960,1650934181727,1650934206199
