counter,start,storeDLT,storeKfrags,finish
0,1650933866806,1650933887792,1650933894655,1650933905666
1,1650933906577,1650933937357,1650933946902,1650933950093
2,1650933953665,1650933974054,1650933978878,1650933982046
3,1650933982718,1650933987122,1650933997517,1650934005171
4,1650934006232,1650934015762,1650934020797,1650934033199
5,1650934034172,1650934049544,1650934051649,1650934070264
6,1650934070275,1650934081169,1650934083109,1650934086391
7,1650934087125,1650934125467,1650934126484,1650934129624
8,1650934129690,1650934139979,1650934143147,1650934170527
9,1650934173305,1650934181755,1650934203683,1650934207059
