counter,start,storeDLT,storeKfrags,finish
0,1650931764467,1650931794022,1650931806451,1650931812238
1,1650931812707,1650931829861,1650931832619,1650931840706
2,1650931840810,1650931851564,1650931857096,1650931862315
3,1650931862827,1650931869287,1650931876149,1650931881594
4,1650931882173,1650931905327,1650931913818,1650931921907
5,1650931922885,1650931940955,1650931942492,1650931957134
6,1650931960263,1650931978063,1650931989460,1650931999138
7,1650931999941,1650932005395,1650932007627,1650932019619
8,1650932019644,1650932044115,1650932046532,1650932052307
9,1650932054847,1650932064223,1650932066799,1650932069659
