counter,start,storeDLT,storeKfrags,finish
0,1650931763052,1650931778867,1650931779486,1650931789958
1,1650931792638,1650931816643,1650931829864,1650931835611
2,1650931836342,1650931856281,1650931862842,1650931873987
3,1650931874340,1650931887812,1650931900834,1650931904297
4,1650931904861,1650931913116,1650931921746,1650931926753
5,1650931926952,1650931942393,1650931942941,1650931947004
6,1650931948258,1650931951443,1650931953759,1650931959013
7,1650931960571,1650931968941,1650931974143,1650931986639
8,1650931987233,1650932001997,1650932004382,1650932011940
9,1650932012742,1650932019196,1650932029568,1650932036500
