counter,start,storeDLT,storeKfrags,finish
0,1650931763173,1650931778595,1650931783294,1650931793993
1,1650931795035,1650931799441,1650931813813,1650931829543
2,1650931829771,1650931839485,1650931841113,1650931847051
3,1650931848375,1650931857325,1650931863647,1650931869174
4,1650931869701,1650931887815,1650931901962,1650931912905
5,1650931913275,1650931937313,1650931942608,1650931945868
6,1650931946137,1650931956445,1650931959597,1650931970550
7,1650931974450,1650931994318,1650932001919,1650932007733
8,1650932007861,1650932026052,1650932028725,1650932033222
9,1650932033761,1650932047596,1650932052168,1650932064215
