counter,start,storeDLT,storeKfrags,finish
0,1650931762261,1650931772307,1650931773843,1650931777152
1,1650931778598,1650931793992,1650931799548,1650931802511
2,1650931802651,1650931818296,1650931824140,1650931827289
3,1650931828195,1650931835650,1650931840708,1650931846052
4,1650931847308,1650931876367,1650931878520,1650931894786
5,1650931895791,1650931904705,1650931913754,1650931919086
6,1650931919215,1650931937383,1650931951205,1650931954308
7,1650931954380,1650931966457,1650931971581,1650931981223
8,1650931981792,1650931999233,1650932001208,1650932007622
9,1650932008234,1650932021142,1650932025881,1650932029241
