counter,start,storeDLT,storeKfrags,finish
0,1650929391860,1650929397762,1650929398276,1650929401464
1,1650929405196,1650929414384,1650929416468,1650929420699
2,1650929420941,1650929428818,1650929429372,1650929435999
3,1650929437434,1650929444789,1650929446495,1650929452116
4,1650929452629,1650929459937,1650929462429,1650929466163
5,1650929466730,1650929480041,1650929480837,1650929485301
6,1650929486414,1650929493325,1650929494058,1650929498910
7,1650929499018,1650929505768,1650929506261,1650929510932
8,1650929512240,1650929516459,1650929517026,1650929523247
9,1650929523821,1650929528809,1650929530368,1650929533172
