counter,start,storeDLT,storeKfrags,finish
0,1650929390294,1650929396548,1650929398959,1650929403948
1,1650929405174,1650929409001,1650929409523,1650929414253
2,1650929414451,1650929427774,1650929428307,1650929431256
3,1650929431457,1650929440325,1650929440871,1650929443784
4,1650929443810,1650929452011,1650929457034,1650929460372
5,1650929460773,1650929468171,1650929472042,1650929479118
6,1650929479337,1650929493021,1650929493672,1650929496895
7,1650929498784,1650929505596,1650929506253,1650929509153
8,1650929509155,1650929516965,1650929517459,1650929523240
9,1650929523491,1650929532462,1650929532950,1650929535638
