counter,start,storeDLT,storeKfrags,finish
0,1650929389202,1650929394061,1650929394589,1650929397721
1,1650929398115,1650929406353,1650929408967,1650929412048
2,1650929412471,1650929416207,1650929418233,1650929423413
3,1650929423773,1650929434051,1650929437088,1650929439891
4,1650929444698,1650929448372,1650929448972,1650929453500
5,1650929453995,1650929457225,1650929459704,1650929462700
6,1650929462865,1650929472279,1650929472954,1650929480864
7,1650929481952,1650929493016,1650929493668,1650929498911
8,1650929499099,1650929505497,1650929505989,1650929509135
9,1650929509840,1650929514401,1650929515124,1650929517975
