counter,start,storeDLT,storeKfrags,finish
0,1650932164113,1650932177934,1650932196991,1650932197485
1,1650932197697,1650932223586,1650932236298,1650932250433
2,1650932250865,1650932259878,1650932265337,1650932269408
3,1650932270000,1650932285410,1650932292125,1650932302694
4,1650932302779,1650932326324,1650932333311,1650932342057
5,1650932342795,1650932350929,1650932353025,1650932353500
6,1650932354664,1650932384931,1650932385524,1650932385797
7,1650932385909,1650932401276,1650932405456,1650932406036
8,1650932406338,1650932417415,1650932418031,1650932423665
9,1650932425171,1650932430893,1650932431476,1650932434819
