counter,start,storeDLT,storeKfrags,finish
0,1650932164070,1650932179805,1650932197186,1650932197485
1,1650932197667,1650932208905,1650932221321,1650932221768
2,1650932221889,1650932236471,1650932250465,1650932254481
3,1650932254598,1650932261142,1650932264354,1650932264942
4,1650932265205,1650932271038,1650932277103,1650932280682
5,1650932281208,1650932309573,1650932317776,1650932318087
6,1650932318317,1650932338046,1650932342053,1650932342540
7,1650932343114,1650932352579,1650932356943,1650932357385
8,1650932358252,1650932385209,1650932388405,1650932394656
9,1650932396057,1650932401456,1650932403755,1650932407656
