counter,start,storeDLT,storeKfrags,finish
0,1650932164996,1650932178011,1650932179742,1650932180404
1,1650932180507,1650932208717,1650932209375,1650932209824
2,1650932210268,1650932229839,1650932232613,1650932232859
3,1650932233737,1650932246091,1650932247740,1650932252929
4,1650932253374,1650932259886,1650932268514,1650932268810
5,1650932268846,1650932277925,1650932292137,1650932292938
6,1650932293873,1650932309785,1650932317827,1650932328278
7,1650932329388,1650932342057,1650932352515,1650932355881
8,1650932357336,1650932376089,1650932377531,1650932378018
9,1650932378564,1650932388354,1650932391939,1650932393689
