counter,start,storeDLT,storeKfrags,finish
0,1650935418842,1650935438642,1650935442106,1650935443019
1,1650935443516,1650935462106,1650935472492,1650935485085
2,1650935485413,1650935497779,1650935509177,1650935531544
3,1650935533099,1650935564930,1650935573478,1650935587716
4,1650935589103,1650935598126,1650935610604,1650935625462
5,1650935626085,1650935650639,1650935653538,1650935675140
6,1650935675246,1650935688500,1650935701748,1650935707476
7,1650935708043,1650935716726,1650935724431,1650935725082
8,1650935727218,1650935743958,1650935769587,1650935770161
9,1650935770284,1650935775607,1650935791381,1650935803856
