counter,start,storeDLT,storeKfrags,finish
0,1650935419736,1650935432988,1650935445415,1650935456488
1,1650935457786,1650935490618,1650935495714,1650935497826
2,1650935497842,1650935525250,1650935538437,1650935544314
3,1650935544921,1650935560459,1650935565718,1650935577418
4,1650935578133,1650935587217,1650935595205,1650935610571
5,1650935610742,1650935632845,1650935645853,1650935659695
6,1650935661948,1650935681183,1650935691524,1650935692036
7,1650935692053,1650935703623,1650935710482,1650935718858
8,1650935719225,1650935738966,1650935743953,1650935751776
9,1650935752616,1650935775401,1650935775996,1650935793941
