counter,start,storeDLT,storeKfrags,finish
0,1650935419515,1650935439224,1650935445633,1650935456483
1,1650935459555,1650935476600,1650935481064,1650935498711
2,1650935500573,1650935538181,1650935545129,1650935549403
3,1650935550386,1650935562552,1650935569428,1650935569905
4,1650935571356,1650935586318,1650935587389,1650935587959
5,1650935588055,1650935600912,1650935613403,1650935628085
6,1650935628379,1650935643295,1650935653287,1650935665978
7,1650935667449,1650935681433,1650935691534,1650935705543
8,1650935705550,1650935716943,1650935724088,1650935739825
9,1650935741405,1650935752748,1650935753418,1650935757873
