counter,start,storeDLT,storeKfrags,finish
0,1650938417367,1650938453954,1650938455080,1650938455585
1,1650938456266,1650938474841,1650938482646,1650938491835
2,1650938493084,1650938528292,1650938534956,1650938551865
3,1650938552898,1650938584529,1650938602555,1650938602851
4,1650938605394,1650938617313,1650938638682,1650938639189
5,1650938639591,1650938658138,1650938662374,1650938664026
6,1650938664197,1650938676875,1650938700123,1650938707826
7,1650938708455,1650938727459,1650938741186,1650938743051
8,1650938743250,1650938767602,1650938773052,1650938776318
9,1650938777286,1650938796580,1650938801945,1650938802251
