counter,start,storeDLT,storeKfrags,finish
0,1650938417918,1650938446500,1650938454563,1650938469423
1,1650938470310,1650938488159,1650938491938,1650938493507
2,1650938494105,1650938513043,1650938528195,1650938528431
3,1650938528737,1650938554812,1650938572972,1650938574898
4,1650938575371,1650938582264,1650938582767,1650938596600
5,1650938598445,1650938602332,1650938615542,1650938616151
6,1650938616744,1650938637343,1650938647285,1650938651181
7,1650938651755,1650938663565,1650938669285,1650938673908
8,1650938674208,1650938680353,1650938680888,1650938683529
9,1650938685656,1650938693979,1650938700225,1650938713331
