counter,start,storeDLT,storeKfrags,finish
0,1650938417289,1650938446381,1650938453848,1650938454466
1,1650938456578,1650938474847,1650938483437,1650938494196
2,1650938494746,1650938532507,1650938547649,1650938569769
3,1650938571886,1650938596316,1650938602160,1650938602556
4,1650938605911,1650938617616,1650938646883,1650938663500
5,1650938663510,1650938679852,1650938682642,1650938685784
6,1650938685868,1650938690295,1650938699940,1650938712507
7,1650938716189,1650938741182,1650938748668,1650938765760
8,1650938766230,1650938787506,1650938793002,1650938799343
9,1650938800294,1650938809482,1650938810097,1650938810404
