counter,start,storeDLT,storeKfrags,finish
0,1650938418470,1650938459684,1650938468078,1650938479675
1,1650938481026,1650938488362,1650938511419,1650938512009
2,1650938512389,1650938534037,1650938551444,1650938555122
3,1650938555229,1650938591888,1650938611662,1650938629880
4,1650938630124,1650938644116,1650938648319,1650938657115
5,1650938658128,1650938662049,1650938669281,1650938669710
6,1650938671108,1650938685678,1650938703295,1650938705584
7,1650938706684,1650938723571,1650938730360,1650938734019
8,1650938734116,1650938753183,1650938758386,1650938761663
9,1650938762957,1650938783585,1650938785756,1650938792383
