counter,start,storeDLT,storeKfrags,finish
0,1650938418031,1650938455178,1650938460705,1650938461323
1,1650938463305,1650938500953,1650938512870,1650938528190
2,1650938528557,1650938555033,1650938566508,1650938571812
3,1650938573270,1650938591372,1650938603254,1650938615849
4,1650938617468,1650938635003,1650938669272,1650938672983
5,1650938673215,1650938687537,1650938707498,1650938707826
6,1650938707975,1650938720201,1650938739237,1650938739856
7,1650938739924,1650938760044,1650938762725,1650938772128
8,1650938772209,1650938781873,1650938787397,1650938795656
9,1650938796017,1650938807333,1650938808466,1650938810241
