counter,start,storeDLT,storeKfrags,finish
0,1650938418639,1650938453665,1650938459789,1650938460198
1,1650938460578,1650938481290,1650938503615,1650938504125
2,1650938504595,1650938523501,1650938539685,1650938564442
3,1650938564750,1650938589218,1650938603251,1650938617484
4,1650938617913,1650938622414,1650938657732,1650938662128
5,1650938663503,1650938679865,1650938700124,1650938704316
6,1650938704394,1650938732686,1650938745992,1650938747634
7,1650938749821,1650938761567,1650938775504,1650938782043
8,1650938783100,1650938794841,1650938799566,1650938799859
9,1650938800159,1650938815647,1650938817160,1650938817391
