counter,start,storeDLT,storeKfrags,finish
0,1650933866790,1650933887763,1650933889355,1650933899223
1,1650933899572,1650933908006,1650933923777,1650933932303
2,1650933935603,1650933947191,1650933959762,1650933967901
3,1650933968059,1650933993035,1650934000330,1650934010565
4,1650934010702,1650934029681,1650934045423,1650934051421
5,1650934051820,1650934081216,1650934083263,1650934083766
6,1650934085366,1650934120575,1650934144380,1650934171637
7,1650934171842,1650934196058,1650934215411,1650934220851
8,1650934221735,1650934228982,1650934234478,1650934237244
9,1650934238235,1650934246012,1650934246539,1650934249359
