counter,start,storeDLT,storeKfrags,finish
0,1650933866269,1650933879884,1650933894056,1650933902389
1,1650933903099,1650933922090,1650933929765,1650933937363
2,1650933938799,1650933956507,1650933973210,1650933978424
3,1650933978800,1650933988074,1650934001873,1650934014004
4,1650934016545,1650934029077,1650934045402,1650934050251
5,1650934051965,1650934072281,1650934089066,1650934091979
6,1650934094693,1650934151870,1650934154398,1650934160858
7,1650934163321,1650934189473,1650934190910,1650934191381
8,1650934192480,1650934201119,1650934218568,1650934229478
9,1650934231689,1650934238682,1650934239331,1650934239804
