counter,start,storeDLT,storeKfrags,finish
0,1650933867274,1650933888133,1650933889321,1650933895614
1,1650933895707,1650933922081,1650933929816,1650933935673
2,1650933938490,1650933962094,1650933977027,1650933977588
3,1650933980098,1650934002390,1650934014030,1650934020663
4,1650934021303,1650934041160,1650934047446,1650934063208
5,1650934066400,1650934119798,1650934142865,1650934167060
6,1650934167342,1650934185453,1650934206327,1650934210040
7,1650934210993,1650934226310,1650934226804,1650934234837
8,1650934234976,1650934240668,1650934241162,1650934244125
9,1650934248335,1650934252960,1650934253502,1650934256212
