counter,start,storeDLT,storeKfrags,finish
0,1650933869075,1650933901838,1650933912579,1650933913029
1,1650933913778,1650933927104,1650933929356,1650933934671
2,1650933934692,1650933947249,1650933956617,1650933963250
3,1650933963472,1650933990286,1650934003699,1650934010242
4,1650934014551,1650934042210,1650934051350,1650934052034
5,1650934052322,1650934080348,1650934083097,1650934117699
6,1650934117820,1650934131952,1650934134997,1650934138117
7,1650934139958,1650934164138,1650934166982,1650934179732
8,1650934179997,1650934207088,1650934207592,1650934210578
9,1650934210689,1650934226253,1650934232155,1650934235218
