counter,start,storeDLT,storeKfrags,finish
0,1650933871416,1650933888211,1650933894753,1650933895209
1,1650933898276,1650933921768,1650933929406,1650933930102
2,1650933931051,1650933952033,1650933956657,1650933976434
3,1650933978432,1650933993024,1650934000542,1650934009044
4,1650934009082,1650934036306,1650934043747,1650934047614
5,1650934049246,1650934061481,1650934066324,1650934081128
6,1650934082546,1650934120548,1650934121238,1650934121703
7,1650934121784,1650934151981,1650934154403,1650934154946
8,1650934156046,1650934168746,1650934169470,1650934169942
9,1650934173121,1650934186366,1650934189513,1650934190171
