counter,start,storeDLT,storeKfrags,finish
0,1650931106995,1650931115485,1650931117662,1650931121001
1,1650931121715,1650931132266,1650931139651,1650931140326
2,1650931140793,1650931148917,1650931153512,1650931160267
3,1650931160521,1650931175533,1650931176133,1650931176833
4,1650931178125,1650931192708,1650931201306,1650931201819
5,1650931205661,1650931225196,1650931254045,1650931254556
6,1650931255439,1650931264404,1650931269920,1650931270233
7,1650931270619,1650931276165,1650931278767,1650931282248
8,1650931283613,1650931292964,1650931296552,1650931299652
9,1650931299945,1650931312940,1650931318766,1650931319175
