counter,start,storeDLT,storeKfrags,finish
0,1650931109279,1650931124535,1650931126835,1650931127296
1,1650931127758,1650931132013,1650931136734,1650931142453
2,1650931142778,1650931148911,1650931153513,1650931156645
3,1650931160935,1650931187923,1650931190360,1650931196298
4,1650931198558,1650931217505,1650931219063,1650931224685
5,1650931225169,1650931233587,1650931257536,1650931260910
6,1650931263083,1650931283953,1650931284667,1650931285284
7,1650931286140,1650931296549,1650931297160,1650931297567
8,1650931297967,1650931303033,1650931303705,1650931312934
9,1650931315658,1650931326511,1650931327106,1650931327558
