counter,start,storeDLT,storeKfrags,finish
0,1650931106877,1650931124551,1650931132114,1650931132354
1,1650931133018,1650931147218,1650931155395,1650931164384
2,1650931165859,1650931183252,1650931186568,1650931187079
3,1650931187446,1650931196499,1650931199365,1650931212992
4,1650931214286,1650931222720,1650931225884,1650931257531
5,1650931259489,1650931271909,1650931272686,1650931273336
6,1650931273643,1650931279658,1650931283857,1650931284385
7,1650931287654,1650931296650,1650931303302,1650931303920
8,1650931304781,1650931314738,1650931318783,1650931323473
9,1650931327085,1650931338220,1650931338742,1650931339385
