counter,start,storeDLT,storeKfrags,finish
0,1650930271344,1650930279422,1650930280946,1650930291122
1,1650930295294,1650930302281,1650930307337,1650930309435
2,1650930309613,1650930314943,1650930316964,1650930317302
3,1650930317605,1650930333947,1650930334595,1650930340388
4,1650930341142,1650930347325,1650930355988,1650930360815
5,1650930360953,1650930368292,1650930368897,1650930369448
6,1650930370467,1650930377711,1650930380259,1650930380510
7,1650930382597,1650930399411,1650930401335,1650930401698
8,1650930402259,1650930411141,1650930411780,1650930421619
9,1650930422651,1650930437807,1650930441544,1650930450989
