counter,start,storeDLT,storeKfrags,finish
0,1650930272235,1650930287673,1650930290957,1650930291614
1,1650930292385,1650930302273,1650930312639,1650930315139
2,1650930315847,1650930329637,1650930337796,1650930338133
3,1650930338456,1650930355840,1650930356331,1650930356794
4,1650930357219,1650930371046,1650930374441,1650930377707
5,1650930377994,1650930393314,1650930399366,1650930411137
6,1650930418818,1650930423927,1650930424405,1650930425019
7,1650930425189,1650930432104,1650930432766,1650930433153
8,1650930433452,1650930451003,1650930451502,1650930452025
9,1650930453150,1650930457042,1650930457546,1650930458028
