counter,start,storeDLT,storeKfrags,finish
0,1650930271567,1650930280791,1650930291058,1650930294753
1,1650930295444,1650930299206,1650930309534,1650930309827
2,1650930311813,1650930317163,1650930319747,1650930322789
3,1650930324382,1650930329169,1650930329749,1650930330107
4,1650930330708,1650930340437,1650930340932,1650930347313
5,1650930348600,1650930352240,1650930356186,1650930356610
6,1650930356772,1650930364505,1650930368282,1650930368630
7,1650930368646,1650930375490,1650930380072,1650930380385
8,1650930380800,1650930390324,1650930395953,1650930398957
9,1650930399674,1650930413069,1650930413745,1650930416779
