counter,start,storeDLT,storeKfrags,finish
0,1650935923098,1650935956145,1650935962170,1650935974768
1,1650935975445,1650935997121,1650936000841,1650936016598
2,1650936016866,1650936029151,1650936038107,1650936049068
3,1650936052577,1650936097307,1650936123987,1650936160614
4,1650936163436,1650936174367,1650936175664,1650936194541
5,1650936194689,1650936227304,1650936243168,1650936254075
6,1650936255496,1650936273922,1650936281003,1650936294398
7,1650936294879,1650936312238,1650936320003,1650936329100
8,1650936330525,1650936349741,1650936358588,1650936374487
9,1650936376454,1650936394618,1650936395192,1650936401083
