counter,start,storeDLT,storeKfrags,finish
0,1650935921053,1650935940064,1650935957293,1650935975274
1,1650935975353,1650935992708,1650935996641,1650936011962
2,1650936012067,1650936027232,1650936037277,1650936055382
3,1650936057082,1650936133074,1650936174239,1650936177491
4,1650936177961,1650936204782,1650936233861,1650936244608
5,1650936244781,1650936257702,1650936277404,1650936289863
6,1650936291635,1650936305972,1650936315967,1650936330200
7,1650936330983,1650936350039,1650936357518,1650936367843
8,1650936369533,1650936389306,1650936389872,1650936392775
9,1650936392988,1650936406984,1650936407645,1650936410470
