counter,start,storeDLT,storeKfrags,finish
0,1650935921033,1650935931302,1650935944477,1650935953491
1,1650935955223,1650935985607,1650935987661,1650935997291
2,1650935999282,1650936016970,1650936026396,1650936037623
3,1650936038787,1650936052613,1650936074234,1650936114514
4,1650936115337,1650936124087,1650936124618,1650936129133
5,1650936129139,1650936174468,1650936191835,1650936204831
6,1650936206057,1650936217861,1650936227805,1650936236209
7,1650936236349,1650936259870,1650936271585,1650936286011
8,1650936287301,1650936315473,1650936322091,1650936335951
9,1650936337300,1650936352926,1650936364303,1650936384384
