counter,start,storeDLT,storeKfrags,finish
0,1650935922764,1650935939116,1650935945696,1650935958135
1,1650935958177,1650935974433,1650935983693,1650935995596
2,1650935995680,1650936027261,1650936037316,1650936049871
3,1650936052390,1650936123901,1650936129214,1650936135083
4,1650936135996,1650936177365,1650936184702,1650936193566
5,1650936194108,1650936233989,1650936243541,1650936259145
6,1650936261138,1650936287081,1650936299087,1650936315665
7,1650936315862,1650936346202,1650936353116,1650936369009
8,1650936370076,1650936389299,1650936399799,1650936403136
9,1650936403979,1650936414983,1650936415505,1650936420288
