counter,start,storeDLT,storeKfrags,finish
0,1650935921612,1650935939369,1650935944831,1650935953658
1,1650935955562,1650935971916,1650935989801,1650936006864
2,1650936008012,1650936023645,1650936031637,1650936039274
3,1650936041900,1650936058506,1650936067664,1650936076096
4,1650936077449,1650936085767,1650936086288,1650936120623
5,1650936122348,1650936133188,1650936135421,1650936142368
6,1650936142543,1650936180543,1650936187845,1650936207905
7,1650936208332,1650936216817,1650936240028,1650936252458
8,1650936254046,1650936273894,1650936286012,1650936298593
9,1650936299051,1650936313274,1650936321890,1650936334713
