counter,start,storeDLT,storeKfrags,finish
0,1650935924019,1650935942770,1650935945520,1650935956796
1,1650935957316,1650935971948,1650935985322,1650935990608
2,1650935991875,1650936015193,1650936026619,1650936039845
3,1650936040800,1650936088258,1650936088912,1650936092057
4,1650936092720,1650936124090,1650936131949,1650936135897
5,1650936136528,1650936147847,1650936148426,1650936152439
6,1650936154301,1650936162350,1650936166067,1650936191644
7,1650936192164,1650936207766,1650936234021,1650936248554
8,1650936249175,1650936283931,1650936296589,1650936315765
9,1650936316133,1650936335985,1650936346205,1650936356868
