counter,start,storeDLT,storeKfrags,finish
0,1650936551355,1650936565089,1650936576122,1650936579202
1,1650936580982,1650936607620,1650936610665,1650936611057
2,1650936611285,1650936618858,1650936655951,1650936656535
3,1650936656918,1650936663517,1650936667146,1650936667418
4,1650936667419,1650936672137,1650936681725,1650936715424
5,1650936715897,1650936734201,1650936747996,1650936753039
6,1650936753466,1650936772919,1650936779964,1650936802277
7,1650936803546,1650936808372,1650936836063,1650936836492
8,1650936836823,1650936853288,1650936855943,1650936861675
9,1650936863471,1650936871389,1650936878538,1650936881577
