counter,start,storeDLT,storeKfrags,finish
0,1650936550468,1650936563342,1650936582300,1650936582574
1,1650936585033,1650936592184,1650936600968,1650936607573
2,1650936608162,1650936647752,1650936648250,1650936655492
3,1650936655691,1650936713509,1650936719444,1650936724548
4,1650936725931,1650936753651,1650936770831,1650936784862
5,1650936787339,1650936801451,1650936833011,1650936853883
6,1650936855066,1650936883679,1650936887968,1650936896984
7,1650936897177,1650936900446,1650936905888,1650936912118
8,1650936912406,1650936919417,1650936922859,1650936928582
9,1650936928676,1650936934468,1650936937329,1650936937876
