counter,start,storeDLT,storeKfrags,finish
0,1650936548801,1650936562959,1650936567037,1650936586151
1,1650936591559,1650936607573,1650936609400,1650936610005
2,1650936610194,1650936655809,1650936677350,1650936677732
3,1650936678403,1650936731730,1650936747383,1650936747848
4,1650936749459,1650936758895,1650936772778,1650936773086
5,1650936773383,1650936784764,1650936810675,1650936818472
6,1650936819380,1650936834389,1650936840057,1650936842836
7,1650936843266,1650936860645,1650936876534,1650936893183
8,1650936893360,1650936902942,1650936905725,1650936906198
9,1650936907471,1650936916175,1650936916896,1650936917473
