counter,start,storeDLT,storeKfrags,finish
0,1650936551517,1650936582717,1650936592192,1650936600967
1,1650936601134,1650936609161,1650936642993,1650936643271
2,1650936643434,1650936655559,1650936677109,1650936677591
3,1650936678766,1650936684494,1650936685026,1650936688643
4,1650936691922,1650936698820,1650936711131,1650936734902
5,1650936735269,1650936751149,1650936770526,1650936774678
6,1650936776592,1650936799787,1650936827183,1650936830370
7,1650936830414,1650936859556,1650936874751,1650936890669
8,1650936890727,1650936909499,1650936914372,1650936922475
9,1650936923150,1650936932312,1650936932953,1650936933345
